estacion|nombre|categoria|tecnologia|estado|departamento|municipio|fecha_instalacion|fecha_suspension|area_operativa|corriente|area_hidrografica|zona_hidrografica|subzona_hidrografica|entidad|longitud|latitud
21207250|PTE AUSTRALIA |Limnimetrica|Convencional|Activa|Bogota|Bogota, D.C|15/04/1930||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Curubital|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.13333333|4.38333333
21207590|CANALETA PARSHALL |Limnimetrica|Convencional|Activa|Bogota|Bogota, D.C|15/01/1960||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Bogota|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.16666667|4.38333333
21208590|PTE CARRETERA |Limnigrafica|Convencional|Activa|Bogota|Bogota, D.C|15/03/1989||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Chisaca|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.16666667|4.38333333
21209540|PTE CARRETERA |Limnimetrica|Convencional|Activa|Bogota|Bogota, D.C|15/01/1992||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Chisaca|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.16666667|4.38333333
35030230|PARRADOS SAN ISIDR |Pluviometrica|Convencional|Activa|Cundinamarca|F�meque|15/05/1987||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Chisaca|Orinoco|Meta|R�o Guatiqu�a|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.76666667|4.38333333
21200340|REGADERA 2 LA |Pluviometrica|Convencional|Activa|Bogota|Bogota, D.C|15/01/1948||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Chisaca|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.15|4.4
21205090|REGADERA 1 |Climatica Ordinaria|Convencional|Activa|Bogota|Bogota, D.C|15/08/1941||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Chisaca|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.15|4.4
21207060|REGADERA |Limnimetrica|Convencional|Activa|Bogota|Bogota, D.C|15/09/1928||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Tunjuelo|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.15|4.4
21207070|HOYA HASTA REPRESA |Limnimetrica|Convencional|Activa|Bogota|Bogota, D.C|15/12/1928||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Tunjuelo|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.15|4.4
21207170|REGADERA REBOSADER |Limnimetrica|Convencional|Activa|Bogota|Bogota, D.C|15/01/1939||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Tunjuelo|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.15|4.4
21207180|SUMIMISTRO BOGOTA |Limnimetrica|Convencional|Activa|Bogota|Bogota, D.C|15/12/1938||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Tunjuelo|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.15|4.4
21207260|TAMBOR EL |Limnimetrica|Convencional|Activa|Cundinamarca|La Calera|15/03/1929||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Teusaca|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.98333333|4.7
21207300|RAMADA LA-ABAJO M |Limnimetrica|Convencional|Activa|Cundinamarca|Tenjo|15/11/1947||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Bogota|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.16666667|4.7
21209070|AV 127 AV 26 |Limnimetrica|Convencional|Activa|Bogota|Bogota, D.C|15/09/1990||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Canal Callejas|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.05|4.7
35027250|CANALETA PARSHALL |Limnimetrica|Convencional|Activa|Cundinamarca|La Calera|15/09/1983||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Blanco|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.93333333|4.7
35027260|POZO 1 |Limnimetrica|Convencional|Activa|Cundinamarca|La Calera|15/04/1972||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda Cortadera|Orinoco|Meta|R�o Guayuriba|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.83333333|4.7
35027270|POZO 4 |Limnimetrica|Convencional|Activa|Cundinamarca|La Calera|15/08/1969||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda Horqueta|Orinoco|Meta|R�o Guayuriba|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.86666667|4.7
35027280|POZO 2 |Limnimetrica|Convencional|Activa|Cundinamarca|La Calera|15/01/1969||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda Palacios|Orinoco|Meta|R�o Guayuriba|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.85|4.7
35030330|GIGANTES 3800 LOS |Pluviografica|Convencional|Activa|Cundinamarca|F�meque|15/06/1997||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda Palacios|Orinoco|Meta|R�o Guavio|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.8|4.7
35067230|BRAZO IZQUIERDO |Limnimetrica|Convencional|Activa|Cundinamarca|Jun�n|15/04/1987||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Chorreras|Orinoco|Meta|R�o Guavio|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.76666667|4.7
35067260|HACIENDA LA |Limnimetrica|Convencional|Activa|Cundinamarca|Jun�n|15/09/1994||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda Santa Barbara|Orinoco|Meta|R�o Guavio|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.75|4.7
21202000|SIMAYA |Pluviometrica|Convencional|Activa|Cundinamarca|La Calera|15/01/1987||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda Santa Barbara|Orinoco|Meta|R�o Guayuriba|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.88333333|4.71666667
21208040|TIBABUEYES |Limnimetrica|Convencional|Activa|Bogota|Bogota, D.C|15/10/1965||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Salitre|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.11666667|4.71666667
21208490|FARO EL |Limnigrafica|Convencional|Activa|Cundinamarca|La Calera|15/04/1973||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Simaya|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.93333333|4.71666667
21208500|RAMADA LA |Limnimetrica|Convencional|Activa|Cundinamarca|Tenjo|15/04/1973||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Bogota|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.16666667|4.71666667
35027070|MONTECARLO |Limnimetrica|Convencional|Activa|Cundinamarca|La Calera|15/08/1969||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda La Horqueta|Orinoco|Meta|R�o Guayuriba|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.86666667|4.71666667
35027080|RINCON DEL OSO |Limnimetrica|Convencional|Suspendida|Cundinamarca|La Calera|15/08/1969|15/12/1998|Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Blanco|Orinoco|Meta|R�o Guayuriba|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.86666667|4.71666667
35030320|GIGANTES 3650 LOS |Pluviografica|Convencional|Activa|Cundinamarca|F�meque|15/06/1997||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Blanco|Orinoco|Meta|R�o Guavio|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.78333333|4.71666667
35060450|BOLSA NEGRA |Pluviometrica|Convencional|Activa|Cundinamarca|Jun�n|15/05/1987||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Blanco|Orinoco|Meta|R�o Guavio|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.7|4.71666667
35067250|COTA 2950 |Limnimetrica|Convencional|Activa|Cundinamarca|Jun�n|15/04/1987||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Chorreras|Orinoco|Meta|R�o Guavio|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.75|4.71666667
35020420|UNE |Pluviometrica|Convencional|Activa|Cundinamarca|Une|15/01/1947||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Neusa|Orinoco|Meta|R�o Guayuriba|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.01666667|4.4
35027450|UNION LA |Limnimetrica|Convencional|Activa|Cundinamarca|F�meque|15/08/1994||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda La Escandalosa|Orinoco|Meta|R�o Guatiqu�a|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.76666667|4.4
35030250|GUADUAL EL |Pluviometrica|Convencional|Activa|Cundinamarca|F�meque|15/08/1990||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda La Escandalosa|Orinoco|Meta|R�o Guatiqu�a|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.68333333|4.4
35037060|UNION LA |Limnimetrica|Convencional|Activa|Meta|El Calvario|15/11/1992||Area Operativa 03 - Meta-Guaviare-Guainia|Qda La Chula|Orinoco|Meta|R�o Guatiqu�a|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.76666667|4.4
35037190|YE LA |Limnimetrica|Convencional|Activa|Meta|El Calvario|15/01/1991||Area Operativa 03 - Meta-Guaviare-Guainia|Qda Morena|Orinoco|Meta|R�o Guatiqu�a|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.66666667|4.4
35020460|LAGUNA DE HERNANDO |Pluviometrica|Convencional|Activa|Cundinamarca|F�meque|15/04/1987||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda Morena|Orinoco|Meta|R�o Guatiqu�a|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.78333333|4.41666667
35037120|GUADUAL EL |Limnimetrica|Convencional|Activa|Meta|El Calvario|15/01/1991||Area Operativa 03 - Meta-Guaviare-Guainia|Qda Guadual|Orinoco|Meta|R�o Guatiqu�a|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.68333333|4.41666667
21202060|OLARTE |Pluviografica|Convencional|Activa|Bogota|Bogota, D.C|15/01/1990||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda Guadual|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.13333333|4.43333333
35060440|ARRAYANES LOS |Pluviometrica|Convencional|Activa|Cundinamarca|Jun�n|15/07/1987||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Subachoque|Orinoco|Meta|R�o Guavio|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.7|4.73333333
35067240|BRAZO DERECHO |Limnimetrica|Convencional|Activa|Cundinamarca|Jun�n|15/04/1987||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Chorreras|Orinoco|Meta|R�o Guavio|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.75|4.73333333
21200310|CERRO DE SUBA |Pluviometrica|Convencional|Activa|Bogota|Bogota, D.C|15/09/1947||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Chorreras|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.06666667|4.75
35060330|PALMAR |Pluviometrica|Convencional|Activa|Cundinamarca|Jun�n|15/08/1972||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Bogota|Orinoco|Meta|R�o Guavio|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.7|4.75
35060430|SAN SALVADOR |Pluviometrica|Convencional|Activa|Cundinamarca|Jun�n|15/09/1990||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Bogota|Orinoco|Meta|R�o Guavio|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.75|4.75
21200500|CABANA LA |Pluviometrica|Convencional|Activa|Cundinamarca|La Calera|15/07/1955||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Bogota|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.95|4.76666667
21202020|SERREZUELA |Pluviografica|Convencional|Activa|Bogota|Bogota, D.C|15/11/1989||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Bogota|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.01666667|4.76666667
21202080|CONEJERA LA |Pluviografica|Convencional|Activa|Bogota|Bogota, D.C|15/05/1990||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Bogota|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.06666667|4.76666667
35020090|CAQUEZA |Pluviometrica|Convencional|Activa|Cundinamarca|C�queza|15/01/1955||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Bogota|Orinoco|Meta|R�o Guayuriba|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.96666667|4.43333333
35037170|CARMEN EL |Limnimetrica|Convencional|Activa|Meta|El Calvario|15/01/1991||Area Operativa 03 - Meta-Guaviare-Guainia|Qda Blanca|Orinoco|Meta|R�o Guatiqu�a|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.68333333|4.43333333
35020050|CHIPAQUE |Pluviografica|Convencional|Activa|Cundinamarca|Chipaque|15/01/1956||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda Blanca|Orinoco|Meta|R�o Guayuriba|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.05|4.45
35027430|PAVAL EL |Limnimetrica|Convencional|Activa|Cundinamarca|F�meque|15/01/1994||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Negro|Orinoco|Meta|R�o Guayuriba|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.83333333|4.45
35030300|SAN JUANITO PVM |Pluviometrica|Convencional|Activa|Meta|San Juanito|15/06/1997||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Negro|Orinoco|Meta|R�o Humea|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.51666667|4.45
35030310|QUEBRADA BLANCA |Pluviografica|Convencional|Activa|Meta|San Juanito|15/06/1997||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Negro|Orinoco|Meta|R�o Guatiqu�a|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.71666667|4.45
35035120|SAN JUANITO |Climatica Principal|Convencional|Activa|Meta|San Juanito|15/06/1987||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Negro|Orinoco|Meta|R�o Guatiqu�a|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.66666667|4.45
35037200|NACIMIENTO |Limnimetrica|Convencional|Activa|Meta|El Calvario|15/01/1994||Area Operativa 03 - Meta-Guaviare-Guainia|Guajaro|Orinoco|Meta|R�o Guatiqu�a|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.71666667|4.45
21207290|CABANA LA |Limnimetrica|Convencional|Activa|Cundinamarca|La Calera|15/08/1946||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Teusaca|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.95|4.76666667
21208050|PTE MICOS |Limnimetrica|Convencional|Activa|Cundinamarca|Madrid|15/08/1971||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Subachoque|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.26666667|4.76666667
35020440|AMARILLOS LOS |Pluviometrica|Convencional|Activa|Bogota|Bogota, D.C|15/01/1966||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Chicu|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.21666667|4.76666667
35060420|PENA CUADRADA |Pluviometrica|Convencional|Activa|Cundinamarca|Jun�n|15/05/1987||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Chicu|Orinoco|Meta|R�o Guavio|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.8|4.76666667
35067070|PALMAR EL |Limnimetrica|Convencional|Activa|Bogota|Bogota, D.C|15/09/1970||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Chorreras|Orinoco|Meta|R�o Guavio|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.71666667|4.76666667
35067170|CANTABRIA |Limnimetrica|Convencional|Activa|Cundinamarca|Gachet�|15/04/1987||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Barandillas|Orinoco|Meta|R�o Guavio|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.78333333|4.76666667
35067180|HIERBA FRESCA |Limnimetrica|Convencional|Activa|Cundinamarca|Gachet�|15/04/1987||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Balcones|Orinoco|Meta|R�o Guavio|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.76666667|4.76666667
35027460|BOCATOMA |Limnimetrica|Convencional|Activa|Cundinamarca|F�meque|15/07/1994||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Negro|Orinoco|Meta|R�o Guayuriba|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.78333333|4.46666667
35030130|RIONEGRO |Pluviometrica|Convencional|Activa|Cundinamarca|F�meque|15/02/1982||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Negro|Orinoco|Meta|R�o Guayuriba|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.76666667|4.46666667
35030220|AMPARO EL |Pluviometrica|Convencional|Activa|Cundinamarca|F�meque|15/04/1987||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Negro|Orinoco|Meta|R�o Guatiqu�a|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.71666667|4.46666667
35037090|CENTRO |Limnimetrica|Convencional|Activa|Meta|El Calvario|15/01/1991||Area Operativa 03 - Meta-Guaviare-Guainia|Qda Guajaro|Orinoco|Meta|R�o Guatiqu�a|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.68333333|4.46666667
21209450|ALEMANA |Limnimetrica|Convencional|Activa|Bogota|Bogota, D.C|15/01/1985||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda Yomasa|Orinoco|Meta|R�o Guayuriba|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.06666667|4.48333333
35027290|CHINIA |Limnimetrica|Convencional|Activa|Cundinamarca|La Calera|15/01/1987||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda Negra|Orinoco|Meta|R�o Guayuriba|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.85|4.48333333
35030110|ALTO DEL GORRO |Pluviometrica|Convencional|Activa|Cundinamarca|F�meque|15/11/1969||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda Negra|Orinoco|Meta|R�o Guatiqu�a|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.73333333|4.48333333
35030260|SAN LUIS |Pluviometrica|Convencional|Activa|Cundinamarca|F�meque|15/08/1990||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda Negra|Orinoco|Meta|R�o Guatiqu�a|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.65|4.48333333
35030340|GUAJARO EL |Pluviografica|Convencional|Activa|Cundinamarca|F�meque|15/06/1997||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda Negra|Orinoco|Meta|R�o Guatiqu�a|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.73333333|4.48333333
35035040|CHINGAZA |Climatica Ordinaria|Convencional|Activa|Cundinamarca|F�meque|15/01/1968||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda Negra|Orinoco|Meta|R�o Guayuriba|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.9|4.48333333
35037180|SAN LUIS |Limnimetrica|Convencional|Activa|Meta|El Calvario|15/01/1991||Area Operativa 03 - Meta-Guaviare-Guainia|Guatiquia|Orinoco|Meta|R�o Guatiqu�a|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.65|4.48333333
35037210|NACIMIENTO 2 |Limnimetrica|Convencional|Activa|Meta|El Calvario|15/01/1994||Area Operativa 03 - Meta-Guaviare-Guainia|Guajaro|Orinoco|Meta|R�o Guatiqu�a|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.71666667|4.48333333
35020400|ANGULO EL |Pluviometrica|Convencional|Activa|Cundinamarca|La Calera|15/02/1967||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Guajaro|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.86666667|4.78333333
35027470|PTE CAMINO |Limnimetrica|Convencional|Activa|Cundinamarca|Guasca|15/09/1994||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Blanco|Orinoco|Meta|R�o Guavio|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.68333333|4.78333333
35067160|COTA 3020 |Limnimetrica|Convencional|Activa|Cundinamarca|Gachet�|15/04/1987||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Tunjo|Orinoco|Meta|R�o Guavio|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.78333333|4.78333333
35067320|PTE ARENAL |Limnimetrica|Convencional|Activa|Cundinamarca|Guasca|15/09/1994||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda Puntilleral|Orinoco|Meta|R�o Guavio|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.76666667|4.78333333
21205550|MANJUI |Climatica Ordinaria|Convencional|Activa|Cundinamarca|Facatativ�|15/09/1960||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda Puntilleral|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.4|4.8
21208110|PTE LA VIRGEN |Limnigrafica|Convencional|Activa|Cundinamarca|Cota|15/09/1958||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Bogota|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.08333333|4.8
21160120|PRADERA |Pluviometrica|Convencional|Activa|Cundinamarca|Cabrera (Cundinamarca)|15/12/1972||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Bogota|Magdalena Cauca|Alto Magdalena|R�o Prado|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.61666667|3.85
32067010|ALEMANIA |Limnimetrica|Convencional|Activa|Meta|Guamal (Meta)|15/11/1969||Area Operativa 03 - Meta-Guaviare-Guainia|Nevado|Orinoco|Guaviare|R�o Ariari|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.2|3.86666667
21207500|CANTARRANA |Limnimetrica|Convencional|Activa|Bogota|Bogota, D.C|15/08/1955||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Tunjuelo|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.11666667|4.5
21208580|FISCALA LA |Limnimetrica|Convencional|Activa|Bogota|Bogota, D.C|15/11/1988||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Tunjuelo|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.13333333|4.5
21209570|CABECERA |Limnimetrica|Convencional|Activa|Bogota|Bogota, D.C|15/07/1985||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda Yomasa|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.06666667|4.5
